,Learning_method,Role,Yearly_pay,Visualisation_tool,Charts,Organization_area,Undergraduate_major,Gender,Country,Hour_data_visualization,Hour_data_engineering,Hour_data_science,Hour_design,Hour_data_prep,Hour_build_portfolio,Presentation_format,tool_Excel,tool_Tableau,tool_R,tool_ggplot2,tool_Python,tool_D3,tool_Pen&Paper,tool_Illustrator,tool_PowerBI,tool_Plotly,chart_BarChart,chart_LineChart,chart_Scatterplot,chart_PieChart,chart_Hexbin/Heatmap,chart_Infographics,chart_Treemap,chart_FlowChart),chart_FlowDiagram(Sankey,chart_DAGRE,chart_ChoroplethMap,chart_NetworkDiagram,format_Presentations,format_Dashboard,format_Documents,format_Email,format_Embeddedinatool,format_StaticWebPage,format_InteractiveNotebook,format_Scrollytelling
337,Mostly Self-Taught,Analyst,$60k - $80k,"D3,Excel,Plotly,Python,Vega,Vue","LineChart,ChoroplethMap",Private sector,Computer Science,Man,Australia,15.0,10.0,7.5,2.5,5.0,2.0,"Embeddedinatool,StaticWebPage,Presentations",yes,no,no,no,yes,yes,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,yes,yes,no,no
340,Equal Parts School and Self-Taught,Designer,$20k - $40k,"Excel,Illustrator,Tableau","LineChart,BarChart,Infographics,PictorialVisualization,Treemap,NetworkDiagram",Medical Education,Information Design ,Man,Canada,7.0,0.0,5.0,20.0,2.0,1.0,"Dashboard,Documents,Presentations",yes,yes,no,no,no,no,no,yes,no,no,yes,yes,no,no,no,yes,yes,no,no,no,no,yes,yes,yes,yes,no,no,no,no,no
342,Mostly Self-Taught,Analyst,< $20k,"Excel,ggplot2,R","LineChart,BarChart,Scatterplot",Private sector,economics,Man,Dominican Republic,2.0,5.0,5.0,2.0,20.0,0.0,"Dashboard,Presentations",yes,no,yes,yes,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no
343,Mostly Self-Taught,Leadership,$80k - $100k,"Excel,Tableau","LineChart,BarChart,Scatterplot,Hexbin/Heatmap,Infographics,Treemap",Public sector,Finance / Real Estate,Man,USA,8.0,16.0,0.0,1.0,4.0,0.0,"Embeddedinatool,Dashboard,Presentations",yes,yes,no,no,no,no,no,no,no,no,yes,yes,yes,no,yes,yes,yes,no,no,no,no,no,yes,yes,no,no,yes,no,no,no
345,Mostly Self-Taught,Leadership,$100k - $120k,"Excel,Illustrator,QGIS","LineChart,BarChart,PieChart,Scatterplot,ChoroplethMap,RasterMap,FlowDiagram(Sankey,DAGRE,FlowChart)",Public sector,Engineering ,Man,USA,8.0,6.0,2.0,2.0,6.0,2.0,"Dashboard,StaticWebPage,Documents",yes,no,no,no,no,no,no,yes,no,no,yes,yes,yes,yes,no,no,no,yes,yes,yes,yes,no,no,yes,yes,no,no,yes,no,no
348,Mostly Self-Taught,Developer,$140k - $160k,"Excel,PowerBI,Tableau","LineChart,BarChart,Scatterplot,Hexbin/Heatmap,Treemap",Healthcare,Biochemistry,Man,USA,15.0,15.0,0.0,5.0,5.0,0.0,Dashboard,yes,yes,no,no,no,no,no,no,yes,no,yes,yes,yes,no,yes,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no
351,Mostly Self-Taught,Scientist,$120k - $140k,"ggplot2,PowerBI,R,Tableau,Pen&Paper,ggvis","LineChart,BarChart,PieChart,Scatterplot,Hexbin/Heatmap,Infographics,Treemap,FlowDiagram(Sankey,DAGRE,FlowChart),3DCharts",Private sector,English literature focusing on medieval to British Renaissance literature,Man,USA,15.0,5.0,20.0,20.0,5.0,0.0,"Dashboard,Documents,Presentations,Email",no,yes,yes,yes,no,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,yes,yes,yes,yes,no,no,no,no
352,Mostly Self-Taught,Academic,$60k - $80k,"ArcGIS,Excel,QGIS,Pen&Paper","LineChart,BarChart,PieChart,Scatterplot,Infographics",Academic,Econ/phil,Man,Ireland,1.0,0.5,1.0,1.0,1.0,0.0,"Dashboard,Documents,Presentations",yes,no,no,no,no,no,yes,no,no,no,yes,yes,yes,yes,no,yes,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,no
355,Mostly Self-Taught,Scientist,$40k - $60k,"Python,Matplotlib","LineChart,BarChart,Scatterplot",Academic,chemistry,Man,France,5.0,12.0,15.0,5.0,3.0,1.0,"StaticWebPage,InteractiveNotebook,Presentations,Email",no,no,no,no,yes,no,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,yes,yes,no
357,Mostly Self-Taught,Analyst,$80k - $100k,Tableau,"LineChart,BarChart,Treemap",Private sector,Microbiology,Man,USA,10.0,1.0,2.0,1.0,3.0,0.0,Dashboard,no,yes,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no
358,Mostly Self-Taught,Analyst,$80k - $100k,"ArcGIS,kepler.gl,PowerBI,Python,Tableau","LineChart,BarChart,PieChart,Scatterplot,Hexbin/Heatmap,Infographics",Public sector,Political Science,Man,USA,6.0,5.0,2.0,3.0,20.0,2.0,"Dashboard,Presentations,Email,Newspaperorotherphysicalhandout",no,yes,no,no,yes,no,no,no,yes,no,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,yes,yes,no,yes,no,no,no,no
359,Equal Parts School and Self-Taught,Leadership,$120k - $140k,"Excel,ggplot2,Plotly,Python,Tableau,Matplotlib","LineChart,BarChart,Scatterplot,Hexbin/Heatmap,Infographics,PictorialVisualization,Treemap,NetworkDiagram,FlowDiagram(Sankey,DAGRE,FlowChart)",Private sector,Economics,Man,USA,10.0,20.0,0.0,5.0,15.0,5.0,"Embeddedinatool,Dashboard,Scrollytelling,Documents,Presentations,Email,Newspaperorotherphysicalhandout",yes,yes,no,yes,yes,no,no,no,no,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no,no,yes
360,Mostly Self-Taught,Analyst,$80k - $100k,"Excel,ggplot2,Plotly,PowerBI,R,Tableau","LineChart,BarChart,PieChart,Scatterplot",Private sector,Art & Visual Communication,Man,USA,3.0,2.0,20.0,5.0,10.0,0.0,"Dashboard,Presentations,Email",yes,yes,yes,yes,no,no,no,no,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,yes,yes,no,yes,no,no,no,no
361,Mostly Self-Taught,Leadership,$120k - $140k,"D3,ggplot2,Gephi,Mapbox,Plotly,Python,R,Tableau,WebGL,Pen&Paper,Matplotlib","LineChart,BarChart,Scatterplot,Hexbin/Heatmap,Force-DirectedGraph",Private sector,Mathematics,Man,USA,1.0,10.0,5.0,0.0,10.0,1.0,"Dashboard,InteractiveNotebook,Documents,Presentations",no,yes,yes,yes,yes,yes,yes,no,no,yes,yes,yes,yes,no,yes,no,no,no,no,no,no,no,yes,yes,yes,no,no,no,yes,no
362,Mostly Self-Taught,Leadership,$100k - $120k,"ArcGIS,Excel,Microstrategy,PowerBI,Python,R,Tableau","LineChart,BarChart,Scatterplot,Infographics",Private sector,Science,Man,USA,5.0,10.0,5.0,3.0,3.0,5.0,Presentations,yes,yes,yes,no,yes,no,no,no,yes,no,yes,yes,yes,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
363,Mostly Self-Taught,Leadership,$140k - $160k,"D3,Angular,Mapbox,React,Tableau","LineChart,BarChart,PieChart,Scatterplot,Hexbin/Heatmap,Infographics,Treemap,Dendrogram,FlowDiagram(Sankey,DAGRE,FlowChart)",Private sector,Business,Man,USA,15.0,10.0,2.0,2.0,10.0,1.0,"Embeddedinatool,Dashboard,Documents,Presentations",no,yes,yes,no,no,yes,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,yes,yes,yes,no,yes,no,no,no
365,Mostly Self-Taught,Leadership,$180k - $200k,"Excel,Highcharts,Illustrator,Python,Tableau,Pen&Paper","LineChart,BarChart,Infographics,PictorialVisualization,Treemap,FlowDiagram(Sankey,DAGRE,FlowChart),SwarmChart",Journalism,Economics,Man,India,8.0,4.0,4.0,10.0,4.0,1.0,"Embeddedinatool,Scrollytelling,Newspaperorotherphysicalhandout",yes,yes,no,no,yes,no,yes,yes,no,no,yes,yes,no,no,no,yes,yes,yes,yes,yes,no,no,no,no,no,no,yes,no,no,yes
366,Mostly Self-Taught,Analyst,$80k - $100k,"Highcharts,Leaflet,Plotly,PowerBI,Python,Vega","LineChart,BarChart,PieChart,Scatterplot,Treemap,NetworkDiagram,ChoroplethMap,FlowDiagram(Sankey,DAGRE,FlowChart)",Private sector,Aeronautic engineering,Man,France,5.0,20.0,5.0,0.0,5.0,5.0,"Embeddedinatool,Dashboard,InteractiveNotebook,Presentations",no,no,no,no,yes,no,no,no,yes,yes,yes,yes,yes,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,no,no,yes,no,yes,no
368,Mostly Self-Taught,Analyst,$40k - $60k,"D3,Excel,ggplot2,Illustrator,Mapbox,Plotly,R,Tableau","LineChart,BarChart,Scatterplot,Hexbin/Heatmap,3DCharts,SwarmChart",Academic,English and Journalism,Man,USA,5.0,5.0,1.0,5.0,3.0,1.0,"Embeddedinatool,Dashboard,Documents,Email",yes,yes,yes,yes,no,yes,no,yes,no,yes,yes,yes,yes,no,yes,no,no,no,no,no,no,no,no,yes,yes,yes,yes,no,no,no
369,Mostly Self-Taught,Analyst,$60k - $80k,"D3,Excel,Illustrator,Pen&Paper","LineChart,BarChart,PieChart,Scatterplot,Hexbin/Heatmap,Infographics,Force-DirectedGraph",Private sector,I'm not from the US... I don't get the question ,Man,Germany,2.0,2.0,0.0,16.0,4.0,0.0,"Dashboard,Documents,Presentations",yes,no,no,no,no,yes,yes,yes,no,no,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,no
370,Mostly Self-Taught,Analyst,$40k - $60k,ZingChart&ZingGrid,"LineChart,BarChart,PieChart,Treemap,FlowDiagram(Sankey,DAGRE,FlowChart),3DCharts",Private sector,Marketing,Man,USA,4.0,3.0,3.0,6.0,3.0,1.0,"Dashboard,StaticWebPage",no,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,no,no,yes,yes,yes,yes,no,no,no,yes,no,no,no,yes,no,no
371,Mostly Self-Taught,Student,< $20k,"ggplot2,Plotly,R,Inkscape","LineChart,BarChart,Scatterplot",Academic,Pharmacy,Man,Brazil,3.0,2.0,2.0,1.0,1.0,0.0,"Documents,Presentations",no,no,yes,yes,no,no,no,no,no,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no
374,Mostly Self-Taught,Analyst,$20k - $40k,"Excel,Leaflet,Mapbox,Plotly,Python,Matplotlib","LineChart,BarChart,Scatterplot,Infographics,RasterMap",Private sector,Meteorology,Man,Brazil,2.0,12.0,0.0,12.0,8.0,0.0,"Embeddedinatool,Dashboard,Email,Newspaperorotherphysicalhandout",yes,no,no,no,yes,no,no,no,no,yes,yes,yes,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,yes,yes,no,no,no
375,Mostly Self-Taught,Analyst,$40k - $60k,"Excel,Illustrator,R,Tableau,tabX","LineChart,BarChart,PieChart,Infographics",Public sector,Econmics/ Marketing,Man,Scotland,2.0,20.0,0.0,0.0,20.0,0.0,Dashboard,yes,yes,yes,no,no,no,no,yes,no,no,yes,yes,no,yes,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no
376,Mostly Self-Taught,Developer,$60k - $80k,"ArcGIS,D3,Excel,ggplot2,Highcharts,Illustrator,Mapbox,Python,QGIS,R,Vue,WebGL,Pen&Paper,P5/Processing","LineChart,BarChart,PieChart,Scatterplot,Infographics,Treemap,NetworkDiagram,ChoroplethMap,RasterMap,FlowDiagram(Sankey,DAGRE,FlowChart),SwarmChart,Force-DirectedGraph",Journalism,History,Man,Hong Kong,5.0,5.0,5.0,5.0,10.0,3.0,"Embeddedinatool,Scrollytelling,StaticWebPage,Newspaperorotherphysicalhandout",yes,no,yes,yes,yes,yes,yes,yes,no,no,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,yes,yes,no,yes
377,Mostly Self-Taught,Leadership,$200k+,"Excel,Mapbox,Tableau,WebComponents","LineChart,BarChart,PieChart,Scatterplot,Hexbin/Heatmap,Infographics,PictorialVisualization,NetworkDiagram,ChoroplethMap,SwarmChart",Public sector,Graphic Arts & Industrial Technology,Man,USA,20.0,0.0,5.0,10.0,5.0,0.0,"Embeddedinatool,Dashboard,StaticWebPage,Documents,Presentations,Newspaperorotherphysicalhandout",yes,yes,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,no,no,no,no,yes,yes,yes,yes,yes,no,yes,yes,no,no
378,Equal Parts School and Self-Taught,Scientist,< $20k,"Gephi,Illustrator,kepler.gl,Python,QGIS","LineChart,BarChart,Scatterplot,Treemap,Dendrogram,NetworkDiagram",Academic,Architecture ,Man,Hungary,15.0,5.0,10.0,5.0,3.0,1.0,"Scrollytelling,InteractiveNotebook,Documents,Presentations",no,no,no,no,yes,no,no,yes,no,no,yes,yes,yes,no,no,no,yes,no,no,no,no,yes,yes,no,yes,no,no,no,yes,yes
379,Mostly Self-Taught,Developer,$120k - $140k,"D3,Excel,Leaflet,QGIS,Vue,WebComponents,WebGL,Canvas","LineChart,BarChart,Scatterplot,PictorialVisualization",Journalism,Communication,Man,USA,10.0,5.0,5.0,5.0,2.0,0.0,"Scrollytelling,StaticWebPage",yes,no,no,no,no,yes,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes
384,Mostly Self-Taught,Analyst,$80k - $100k,"Excel,Tableau","LineChart,BarChart,3DCharts",Academic,Information Systems,Man,USA,5.0,1.0,1.0,5.0,5.0,1.0,"Dashboard,Documents,Presentations,Email",yes,yes,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,no,no,no,no
385,Equal Parts School and Self-Taught,Leadership,$180k - $200k,"Excel,ggplot2,R,Tableau,Pen&Paper","LineChart,BarChart,Scatterplot",Private sector,Music Performance,Man,USA,4.0,8.0,2.0,3.0,8.0,0.0,"Dashboard,InteractiveNotebook,Documents,Email",yes,yes,yes,yes,no,no,yes,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,yes,no
387,Mostly Self-Taught,Academic,$40k - $60k,"D3,Python,Pen&Paper,Matplotlib","LineChart,BarChart,Scatterplot,Infographics,FlowDiagram(Sankey,DAGRE,FlowChart)",Academic,Physics,Man,Switzerland,14.0,8.0,8.0,3.0,10.0,2.0,"InteractiveNotebook,Documents,Email",no,no,no,no,yes,yes,yes,no,no,no,yes,yes,yes,no,no,yes,no,yes,yes,yes,no,no,no,no,yes,yes,no,no,yes,no
394,Mostly Self-Taught,Scientist,$20k - $40k,"ggplot2,R","LineChart,Scatterplot,Hexbin/Heatmap,Infographics",Academic,ecology,Man,United Kingdom,5.0,5.0,5.0,2.0,5.0,0.0,"InteractiveNotebook,Documents,Presentations",no,no,yes,yes,no,no,no,no,no,no,no,yes,yes,no,yes,yes,no,no,no,no,no,no,yes,no,yes,no,no,no,yes,no
396,Mostly Self-Taught,Scientist,$40k - $60k,"Python,Matplotlib",Scatterplot,Academic,Physics,Man,Denmark,15.0,3.0,15.0,2.0,5.0,1.0,"Embeddedinatool,StaticWebPage,Documents,Presentations",no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,no,yes,yes,no,no
397,Mostly Self-Taught,Scientist,< $20k,"Python,Matplotlib,Seaborn,aplpy,bokeh","LineChart,BarChart,Scatterplot,Hexbin/Heatmap,3DCharts,Interactivecharts",Academic,Astrophysics,Man,Australia,20.0,10.0,10.0,10.0,10.0,5.0,"Embeddedinatool,InteractiveNotebook,Presentations",no,no,no,no,yes,no,no,no,no,no,yes,yes,yes,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,no,yes,no
399,Mostly Self-Taught,Scientist,$40k - $60k,"Python,Pen&Paper,Matplotlib,Mathematica","LineChart,BarChart,Scatterplot",Academic,Physics,Man,Switzerland,4.0,4.0,12.0,1.0,4.0,1.0,"InteractiveNotebook,Documents,Presentations",no,no,no,no,yes,no,yes,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,yes,no
406,Mostly Self-Taught,Scientist,$20k - $40k,"D3,Illustrator,R,Pen&Paper","LineChart,BarChart,Scatterplot,PictorialVisualization,Dendrogram,NetworkDiagram,Force-DirectedGraph",Academic,Biotechnology,Man,Belgium,4.0,4.0,8.0,2.0,4.0,0.0,"Embeddedinatool,StaticWebPage,Documents,Presentations",no,no,yes,no,no,yes,yes,yes,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,yes,yes,no,yes,no,yes,yes,no,no
407,Mostly Self-Taught,Scientist,$60k - $80k,"Excel,ggplot2","LineChart,BarChart,Scatterplot,Lollipopplot",Academic,Social Sciences,Man,Germany,10.0,2.0,5.0,1.0,10.0,0.0,"Documents,Presentations,Newspaperorotherphysicalhandout",yes,no,no,yes,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no
409,Equal Parts School and Self-Taught,Scientist,$20k - $40k,"Python,Pen&Paper,Matplotlib,VTK","LineChart,Hexbin/Heatmap",Academic,Physics,Man,Finland,20.0,3.0,3.0,1.0,1.0,3.0,"InteractiveNotebook,Presentations,Email",no,no,no,no,yes,no,yes,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,no,yes,no,no,yes,no
411,Mostly Self-Taught,Leadership,$40k - $60k,"Excel,Illustrator","LineChart,BarChart,PieChart,Infographics,PictorialVisualization,FlowDiagram(Sankey,DAGRE,FlowChart)",Private sector,Marketing,Man,India,8.0,5.0,5.0,20.0,0.0,0.0,Presentations,yes,no,no,no,no,no,no,yes,no,no,yes,yes,no,yes,no,yes,no,yes,yes,yes,no,no,yes,no,no,no,no,no,no,no
412,Mostly Self-Taught,Leadership,$40k - $60k,"Excel,Illustrator,PowerBI,Tableau,Pen&Paper","LineChart,BarChart,PieChart,Scatterplot,Hexbin/Heatmap,Infographics,ChoroplethMap,FlowDiagram(Sankey,DAGRE,FlowChart)",Private sector,Marketing ,Man,India,4.0,2.0,2.0,10.0,3.0,3.0,"Dashboard,Presentations,Email",yes,yes,no,no,no,no,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,no,yes,yes,no,yes,no,no,no,no
413,Mostly Self-Taught,Engineer,$200k+,"D3,Julia","LineChart,BarChart,PieChart,Scatterplot,Hexbin/Heatmap,Infographics,Treemap,Dendrogram,NetworkDiagram,ChoroplethMap,FlowDiagram(Sankey,DAGRE,FlowChart),SwarmChart,Force-DirectedGraph",Private sector,Physics,Man,USA,10.0,5.0,15.0,5.0,5.0,0.0,"Embeddedinatool,Dashboard,Scrollytelling,StaticWebPage,InteractiveNotebook,Documents,Presentations",no,no,no,no,no,yes,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes
414,Mostly Self-Taught,Analyst,$80k - $100k,"Excel,Tableau","LineChart,BarChart,PieChart,Scatterplot,Hexbin/Heatmap,RadialBarChart",Private sector,"Finance, Statistics",Man,India,20.0,0.0,0.0,4.0,0.0,5.0,"Dashboard,Presentations",yes,yes,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no
415,Mostly Self-Taught,Leadership,$180k - $200k,"PowerBI,Qlik","LineChart,BarChart,Hexbin/Heatmap",Private sector,Philosophy,Man,USA,8.0,24.0,0.0,0.0,8.0,0.0,"Embeddedinatool,Dashboard",no,no,no,no,no,no,no,no,yes,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no
417,Mostly From School (or other formal courses),Designer,$200k+,"D3,Excel,React,Tableau,Vega,WebComponents,Pen&Paper","LineChart,BarChart,PieChart,Scatterplot,Hexbin/Heatmap",Private sector,Philosophy,Man,USA,10.0,5.0,1.0,10.0,3.0,0.0,"Embeddedinatool,Dashboard",yes,yes,yes,no,no,yes,yes,no,no,no,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no
418,Equal Parts School and Self-Taught,Designer,$40k - $60k,"D3,Excel,Illustrator,Mapbox,QGIS,Tableau,Vega,Pen&Paper,P5/Processing","LineChart,BarChart,Scatterplot,NetworkDiagram,FlowDiagram(Sankey,DAGRE,FlowChart),Force-DirectedGraph",Private sector,Computer Science Engineering,Man,India,20.0,0.0,0.0,15.0,10.0,0.0,"Embeddedinatool,Dashboard,Presentations",yes,yes,no,no,no,yes,yes,yes,no,no,yes,yes,yes,no,no,no,no,yes,yes,yes,no,yes,yes,yes,no,no,yes,no,no,no
419,Mostly Self-Taught,Engineer,$200k+,"Excel,Plotly,Python,Matplotlib","LineChart,BarChart,Scatterplot,SwarmChart",Private sector,Neuroscience,Man,USA,10.0,15.0,15.0,5.0,0.0,0.0,Presentations,yes,no,no,no,yes,no,no,no,no,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
424,Mostly Self-Taught,Leadership,$120k - $140k,"D3,Excel,Python,React,Pen&Paper","LineChart,BarChart,PieChart,FlowDiagram(Sankey,DAGRE,FlowChart)",Publicly Traded Corporation,Statistics,Man,USA,3.0,4.0,2.0,8.0,1.0,0.0,"Embeddedinatool,Dashboard,Presentations,Email",yes,no,yes,no,yes,yes,yes,no,no,no,yes,yes,no,yes,no,no,no,yes,yes,yes,no,no,yes,yes,no,yes,yes,no,no,no
427,Mostly Self-Taught,Academic,$80k - $100k,"ggplot2,Plotly,Python,R,Vega,P5/Processing,Matplotlib,Altair,plotnine","LineChart,BarChart,Scatterplot,Hexbin/Heatmap,Infographics,Dendrogram,ChoroplethMap",Academic,Engineering,Man,Canada,3.0,3.0,10.0,1.0,2.0,0.0,"StaticWebPage,Documents,Presentations",no,no,yes,yes,yes,no,no,no,no,yes,yes,yes,yes,no,yes,yes,no,no,no,no,yes,no,yes,no,yes,no,no,yes,no,no
430,Mostly Self-Taught,Academic,$60k - $80k,"PowerBI,Tableau","LineChart,BarChart,PieChart,Scatterplot,Hexbin/Heatmap,Treemap,3DCharts",Academic,Business Administration,Man,India,10.0,1.0,1.0,6.0,5.0,4.0,Dashboard,no,yes,no,no,no,no,no,no,yes,no,yes,yes,yes,yes,yes,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no
434,Mostly Self-Taught,Academic,$100k - $120k,"Excel,Plotly,Python,Vega,Matplotlib","BarChart,Scatterplot,3DCharts",Academic,physics,Man,USA,2.0,0.0,2.0,0.0,0.0,0.0,"InteractiveNotebook,Documents,Presentations",yes,no,no,no,yes,no,no,no,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,yes,no
439,Mostly Self-Taught,Engineer,$20k - $40k,"ArcGIS,Excel,ggplot2,Highcharts,Illustrator,Plotly,PowerBI,Python,Matplotlib","LineChart,BarChart,PieChart,Scatterplot,Hexbin/Heatmap,Infographics,Treemap,NetworkDiagram,ChoroplethMap,RasterMap,FlowDiagram(Sankey,DAGRE,FlowChart),Bubble,joyplot,mindmaps",Private sector,Electrical engineering,Man,Brazil,8.0,15.0,20.0,8.0,12.0,8.0,"Embeddedinatool,Dashboard,InteractiveNotebook,Presentations,Email",yes,no,no,yes,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,no,yes,no
441,Mostly Self-Taught,Student,< $20k,"ArcGIS,Excel,Illustrator,Mapbox,Python,R,Tableau","LineChart,BarChart,PieChart,Infographics,ChoroplethMap",Journalism,Journalism,Man,Brazil,5.0,1.0,0.0,1.0,1.0,0.5,"Embeddedinatool,Presentations,Newspaperorotherphysicalhandout",yes,yes,yes,no,yes,no,no,yes,no,no,yes,yes,no,yes,no,yes,no,no,no,no,yes,no,yes,no,no,no,yes,no,no,no
444,Mostly Self-Taught,Other,$40k - $60k,"ggplot2,Illustrator,QGIS,R,Pen&Paper,Flourish","LineChart,BarChart,Scatterplot,Infographics,PictorialVisualization,NetworkDiagram,ChoroplethMap,FlowDiagram(Sankey,DAGRE,FlowChart),SwarmChart",Journalism,Journalism,Man,Sweden,3.0,1.0,0.0,2.0,2.0,0.0,"Embeddedinatool,Newspaperorotherphysicalhandout",no,no,yes,yes,no,no,yes,yes,no,no,yes,yes,yes,no,no,yes,no,yes,yes,yes,yes,yes,no,no,no,no,yes,no,no,no
448,Mostly From School (or other formal courses),Analyst,$20k - $40k,"ArcGIS,Excel,Illustrator,PowerBI,QGIS,Tableau","LineChart,BarChart,PieChart,Scatterplot,Infographics,Treemap,ChoroplethMap,RasterMap",Not-for-profit,Environmental Studies,Man,USA,5.0,0.0,10.0,2.0,10.0,0.0,"Embeddedinatool,Dashboard,StaticWebPage,Documents,Presentations,Email",yes,yes,no,no,no,no,no,yes,yes,no,yes,yes,yes,yes,no,yes,yes,no,no,no,yes,no,yes,yes,yes,yes,yes,yes,no,no
449,Equal Parts School and Self-Taught,Analyst,$40k - $60k,"Excel,ggplot2,Highcharts,Leaflet,Plotly,R,Tableau","LineChart,BarChart,Hexbin/Heatmap,Infographics",Not-for-profit,International Relations,Man,USA,5.0,10.0,10.0,0.0,15.0,0.0,"Dashboard,StaticWebPage",yes,yes,yes,yes,no,no,no,no,no,yes,yes,yes,no,no,yes,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no
451,Equal Parts School and Self-Taught,Student,$40k - $60k,"ArcGIS,D3,Excel,ggplot2,Gephi,Illustrator,kepler.gl,PowerBI,Python,R,React,Matplotlib","LineChart,BarChart,PieChart,Scatterplot,Hexbin/Heatmap,Infographics,PictorialVisualization,ChoroplethMap,RasterMap,FlowDiagram(Sankey,DAGRE,FlowChart),Force-DirectedGraph",Academic,Natural Resource Management,Man,USA,10.0,0.0,5.0,10.0,2.0,2.0,"Scrollytelling,Documents,Presentations",yes,no,yes,yes,yes,yes,no,yes,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,no,yes,no,yes,no,no,no,no,yes
454,Mostly Self-Taught,Scientist,$40k - $60k,"Plotly,Python,Matplotlib,seaborn","LineChart,BarChart,Scatterplot,Hexbin/Heatmap,SwarmChart",Academic,biochemistry,Man,Belgium,4.0,12.0,8.0,0.0,8.0,0.0,"InteractiveNotebook,Documents,Email",no,no,no,no,yes,no,no,no,no,yes,yes,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,no,no,yes,no
456,Equal Parts School and Self-Taught,Developer,$80k - $100k,"D3,Leaflet,Mapbox,Python,QGIS,rivets.js","LineChart,BarChart,Hexbin/Heatmap,NetworkDiagram,ChoroplethMap,FlowDiagram(Sankey,DAGRE,FlowChart),Force-DirectedGraph",Academic,Computer Science,Man,USA,20.0,5.0,10.0,2.0,5.0,0.0,"Dashboard,StaticWebPage",no,no,no,no,yes,yes,no,no,no,no,yes,yes,no,no,yes,no,no,yes,yes,yes,yes,yes,no,yes,no,no,no,yes,no,no
